OBJECTID,mifcode,strecke_nr,richtung,laenge,von_km_i,bis_km_i,von_km_l,bis_km_l,elektrifiz,bahnnutzun,geschwindi,strecke_ku,gleisanzah,bahnart,kmspru_typ,kmspru_t00,Shape__Length,Shape__Length_2
12966,xka_mrk_830,6300,0,2300,104570000,104800000,"45,7 + 0","48,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Sangerhausen - Erfurt Hbf,zweigleisig,Hauptbahn, , ,,
12967,xka_mrk_830,1761,0,418,100050032,100090050,"0,5 + 32","0,9 + 50",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Weetzen - Haste,zweigleisig,Hauptbahn, , ,,
12968,xka_mrk_830,4850,0,504,104620001,104670005,"46,2 + 1","46,7 + 5",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Pforzheim - Hochdorf,eingleisig,Hauptbahn, , ,,
12969,xka_mrk_830,5734,0,555,101000020,101050075,"10,0 + 20","10,5 + 75",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Abzw Hufschlag - Waging,eingleisig,Nebenbahn, , ,,
12970,xka_mrk_830,3710,0,5858,100060042,100650000,"0,6 + 42","6,5 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Wetzlar - Koblenz,zweigleisig,Hauptbahn, , ,,
12971,xka_mrk_830,6300,0,100,104800000,104810000,"48,0 + 0","48,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Sangerhausen - Erfurt Hbf,zweigleisig,Hauptbahn, , ,,
12972,xka_mrk_830,6876,0,1826,100010067,100190093,"0,1 + 67","1,9 + 93",Oberleitung,Gz-Bahn,bis 50 km/h,Mgd-Sudenburg - Mgd-Buckau,eingleisig,Nebenbahn, , ,,
12973,xka_mrk_830,6340,2,1705,110640000,110810005,"106,4 + 0","108,1 + 5",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Halle - Baunat. Guntershausen,zweigleisig,Hauptbahn, , ,,
12974,xka_mrk_830,4850,0,1672,104670005,104830080,"46,7 + 5","48,3 + 80",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Pforzheim - Hochdorf,eingleisig,Hauptbahn, , ,,
12975,xka_mrk_830,6300,0,15780,104810000,106380080,"48,1 + 0","63,8 + 80",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Sangerhausen - Erfurt Hbf,zweigleisig,Hauptbahn, , ,,
12976,xka_mrk_830,3710,0,16318,100650000,102280004,"6,5 + 0","22,8 + 4",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wetzlar - Koblenz,zweigleisig,Hauptbahn, , ,,
12977,xka_mrk_830,3710,0,16318,100650000,102280004,"6,5 + 0","22,8 + 4",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wetzlar - Koblenz,zweigleisig,Hauptbahn, , ,,
12978,xka_mrk_830,6300,0,15780,104810000,106380080,"48,1 + 0","63,8 + 80",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Sangerhausen - Erfurt Hbf,zweigleisig,Hauptbahn, , ,,
12979,xka_mrk_830,4850,0,7220,104830080,105560000,"48,3 + 80","55,6 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Pforzheim - Hochdorf,eingleisig,Hauptbahn, , ,,
12980,xka_mrk_830,6880,0,641,99969952,100020094,"-0,3 + -47","0,2 + 94",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Biederitz - Altengrabow,eingleisig,Nebenbahn, , ,,
12981,xka_mrk_830,6300,0,773,106380080,106460053,"63,8 + 80","64,6 + 53",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Sangerhausen - Erfurt Hbf,zweigleisig,Hauptbahn, , ,,
12982,xka_mrk_830,3710,0,16318,100650000,102280004,"6,5 + 0","22,8 + 4",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wetzlar - Koblenz,zweigleisig,Hauptbahn, , ,,
12983,xka_mrk_830,2800,0,827,99989972,100070000,"-0,1 + -27","0,7 + 0",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Hagen - Haiger,zweigleisig,Hauptbahn, , ,,
12984,xka_mrk_830,4850,0,54,105560000,105560054,"55,6 + 0","55,6 + 54",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Pforzheim - Hochdorf,eingleisig,Hauptbahn, , ,,
12985,xka_mrk_830,1761,0,3750,100090050,100470000,"0,9 + 50","4,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Weetzen - Haste,zweigleisig,Hauptbahn, , ,,
12986,xka_mrk_830,5740,0,1303,99959996,100090000,"-0,4 + -3","0,9 + 0",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Freilassing - Bad Reichenhall,eingleisig,Hauptbahn, , ,,
12987,xka_mrk_830,4850,0,646,105560054,105630000,"55,6 + 54","56,3 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Pforzheim - Hochdorf,eingleisig,Hauptbahn, , ,,
12988,xka_mrk_830,6300,0,1753,106460053,106640000,"64,6 + 53","66,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Sangerhausen - Erfurt Hbf,eingleisig,Hauptbahn, , ,,
12989,xka_mrk_830,6880,0,513,100020094,100080007,"0,2 + 94","0,8 + 7",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Biederitz - Altengrabow,eingleisig,Nebenbahn, , ,,
12990,xka_mrk_830,3710,0,6802,102280004,102960000,"22,8 + 4","29,6 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wetzlar - Koblenz,zweigleisig,Hauptbahn, , ,,
12991,xka_mrk_830,2800,0,2700,100070000,100340000,"0,7 + 0","3,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Hagen - Haiger,zweigleisig,Hauptbahn, , ,,
12992,xka_mrk_830,6300,0,3318,106640000,106970014,"66,4 + 0","69,7 + 14",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Sangerhausen - Erfurt Hbf,eingleisig,Hauptbahn, , ,,
12993,xka_mrk_830,4850,0,355,105630000,105660055,"56,3 + 0","56,6 + 55",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Pforzheim - Hochdorf,eingleisig,Hauptbahn, , ,,
12994,xka_mrk_830,3710,0,6802,102280004,102960000,"22,8 + 4","29,6 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wetzlar - Koblenz,zweigleisig,Hauptbahn, , ,,
12995,xka_mrk_830,6880,0,160,100080007,100090067,"0,8 + 7","0,9 + 67",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Biederitz - Altengrabow,eingleisig,Nebenbahn, , ,,
12996,xka_mrk_830,5740,0,300,100090000,100120000,"0,9 + 0","1,2 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Freilassing - Bad Reichenhall,eingleisig,Hauptbahn, , ,,
12997,xka_mrk_830,3710,0,6651,102960000,103620047,"29,6 + 0","36,2 + 47",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wetzlar - Koblenz,zweigleisig,Hauptbahn, , ,,
12998,xka_mrk_830,5740,0,500,100120000,100170000,"1,2 + 0","1,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Freilassing - Bad Reichenhall,eingleisig,Hauptbahn, , ,,
12999,xka_mrk_830,3710,0,6651,102960000,103620047,"29,6 + 0","36,2 + 47",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wetzlar - Koblenz,zweigleisig,Hauptbahn, , ,,
13000,xka_mrk_830,1761,0,1145,100470000,100580045,"4,7 + 0","5,8 + 45",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Weetzen - Haste,zweigleisig,Hauptbahn, , ,,
13001,xka_mrk_830,6301,0,2042,106450005,106650047,"64,5 + 5","66,5 + 47",Oberleitung,Gz-Bahn,bis 50 km/h,Erfurt Ost - Erf Leipziger Str,eingleisig,Hauptbahn, , ,,
13002,xka_mrk_830,6888,0,354,100030046,100070000,"0,3 + 46","0,7 + 0",nicht elektrifiziert,Gz-Bahn,bis 50 km/h,Abzw Neugarten - Ketzin,eingleisig,Nebenbahn, , ,,
13003,xka_mrk_830,6302,0,792,99939907,100010000,"-0,6 + -92","0,1 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Wolkramshausen - Erfurt Hbf,eingleisig,Hauptbahn, , ,,
13004,xka_mrk_830,1761,0,3185,100580045,100900030,"5,8 + 45","9,0 + 30",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Weetzen - Haste,zweigleisig,Hauptbahn, , ,,
13005,xka_mrk_830,3710,0,9255,103620047,104550000,"36,2 + 47","45,5 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wetzlar - Koblenz,zweigleisig,Hauptbahn, , ,,
13006,xka_mrk_830,2800,0,2794,100340000,100620000,"3,4 + 0","6,2 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Hagen - Haiger,zweigleisig,Hauptbahn, , ,,
13007,xka_mrk_830,6302,0,11200,100010000,101130000,"0,1 + 0","11,3 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wolkramshausen - Erfurt Hbf,eingleisig,Hauptbahn, , ,,
13008,xka_mrk_830,3710,0,9255,103620047,104550000,"36,2 + 47","45,5 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wetzlar - Koblenz,zweigleisig,Hauptbahn, , ,,
13009,xka_mrk_830,4860,0,15,100010024,100010039,"0,1 + 24","0,1 + 39",Oberleitung,Pz/Gz-Bahn, ,Stuttgart - Horb,zweigleisig,Hauptbahn, , ,,
13010,xka_mrk_830,6888,0,2350,100070000,100300050,"0,7 + 0","3,0 + 50",nicht elektrifiziert,Gz-Bahn,bis 50 km/h,Abzw Neugarten - Ketzin,eingleisig,Nebenbahn, , ,,
13011,xka_mrk_830,6302,0,11200,100010000,101130000,"0,1 + 0","11,3 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wolkramshausen - Erfurt Hbf,eingleisig,Hauptbahn, , ,,
13012,xka_mrk_830,5740,0,12554,100170000,101420055,"1,7 + 0","14,2 + 55",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Freilassing - Bad Reichenhall,eingleisig,Hauptbahn, , ,,
13013,xka_mrk_830,2800,0,700,100620000,100690000,"6,2 + 0","6,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Hagen - Haiger,zweigleisig,Hauptbahn, , ,,
13014,xka_mrk_830,6302,0,1400,101130000,101270000,"11,3 + 0","12,7 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wolkramshausen - Erfurt Hbf,eingleisig,Hauptbahn, , ,,
13015,xka_mrk_830,3710,0,2600,104550000,104810000,"45,5 + 0","48,1 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wetzlar - Koblenz,zweigleisig,Hauptbahn, , ,,
13016,xka_mrk_830,6302,0,393,101270000,101310000,"12,7 + 0","13,1 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wolkramshausen - Erfurt Hbf,eingleisig,Hauptbahn, , ,,
13017,xka_mrk_830,3710,0,301,104810000,104840000,"48,1 + 0","48,4 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wetzlar - Koblenz,zweigleisig,Hauptbahn, , ,,
13018,xka_mrk_830,4860,0,1120,100010039,100120059,"0,1 + 39","1,2 + 59",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Stuttgart - Horb,zweigleisig,Hauptbahn, , ,,
13019,xka_mrk_830,6302,0,2794,101310000,101590000,"13,1 + 0","15,9 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wolkramshausen - Erfurt Hbf,eingleisig,Hauptbahn, , ,,
13020,xka_mrk_830,5740,0,12554,100170000,101420055,"1,7 + 0","14,2 + 55",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Freilassing - Bad Reichenhall,eingleisig,Hauptbahn, , ,,
13021,xka_mrk_830,1761,0,577,100900030,100960007,"9,0 + 30","9,6 + 7",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Weetzen - Haste,zweigleisig,Hauptbahn, , ,,
13022,xka_mrk_830,2800,0,8909,100690000,101580000,"6,9 + 0","15,8 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Hagen - Haiger,zweigleisig,Hauptbahn, , ,,
13023,xka_mrk_830,3710,0,3101,104840000,105150000,"48,4 + 0","51,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wetzlar - Koblenz,zweigleisig,Hauptbahn, , ,,
