"nameCompany","streetAddress","postalCode","addressLocality"
"Total","Plauer Landstr. 3","14772","Brandenburg"
"Total","Plauer Landstr. 3","14772","Brandenburg"
"Total","Friedrich-Franz-Str. 2","14770","Brandenburg"
"Total","Friedrich-Franz-Str. 2","14770","Brandenburg"
"Total","Berliner Ch.","15749","Mittenwalde"
"Total","Berliner Ch.","15749","Mittenwalde"
"Total","Autohof Bab 10 /B 1","14542","Ploetzin"
"Total","Autohof Bab 10 /B 1","14542","Ploetzin"
"Total","Pirschheide 1","14471","Potsdam"
"Total","Pirschheide 1","14471","Potsdam"
"Total","Karl-Liebknecht-Str. 155","15711","Königs Wusterhausen"
"Total","Karl-Liebknecht-Str. 155","15711","Königs Wusterhausen"
"Total","Zossener Damm 19","15827","Blankenfelde"
"Total","Zossener Damm 19","15827","Blankenfelde"
"Total","Horstweg 53C","14478","Potsdam"
"Total","Horstweg 53C","14478","Potsdam"
"Total","Grossbeerenstr. 137","14482","Potsdam"
"Total","Grossbeerenstr. 137","14482","Potsdam"
"Total","Rudolf-Breitscheid-Str. 9B","15848","Beeskow"
"Total","Rudolf-Breitscheid-Str. 9B","15848","Beeskow"
"Total","Friederikenhofer Str. 1","14979","Grossbeeren"
"Total","Friederikenhofer Str. 1","14979","Grossbeeren"
"Total","Karl-Marx-Str. 46","14532","Kleinmachnow"
"Total","Karl-Marx-Str. 46","14532","Kleinmachnow"
"Total","Elly-Beinhorn-Ring 2A","12529","Schoenefeld"
"Total","Elly-Beinhorn-Ring 2A","12529","Schoenefeld"
"Total","Teltower Damm 173","14167","Berlin-Zehlendorf"
"Total","Teltower Damm 173","14167","Berlin-Zehlendorf"
"Total","An Der B 102 Nr. 2","14727","Premnitz"
"Total","An Der B 102 Nr. 2","14727","Premnitz"
"Total","Hildburghauser Str. 222","12209","Berlin"
"Total","Hildburghauser Str. 222","12209","Berlin"
"Total","Berliner Str 15A","14169","Berlin"
"Total","Berliner Str 15A","14169","Berlin"
"Total","Argentinische Allee 47","14163","Berlin"
"Total","Argentinische Allee 47","14163","Berlin"
"Total","Adlergestell 623","12527","Berlin"
"Total","Adlergestell 623","12527","Berlin"
"Total","Neukoellner Str. 294","12357","Berlin"
"Total","Neukoellner Str. 294","12357","Berlin"
"Total","Adlergestell 543","12527","Berlin"
"Total","Adlergestell 543","12527","Berlin"
"Total","Faehrstr. 35","15890","Eisenhuettenstadt"
"Total","Faehrstr. 35","15890","Eisenhuettenstadt"
"Total","Arnulfstr. 98-99","12105","Berlin"
"Total","Arnulfstr. 98-99","12105","Berlin"
"Total","Spaethstr. 158","12359","Berlin"
"Total","Spaethstr. 158","12359","Berlin"
"Total","Britzer Damm 60-62","12347","Berlin"
"Total","Britzer Damm 60-62","12347","Berlin"
"Total","Adlergestell 179","12489","Berlin"
"Total","Adlergestell 179","12489","Berlin"
"Total","Schoeneberger Str. 17","12103","Berlin"
"Total","Schoeneberger Str. 17","12103","Berlin"
"Total","Milower Landstr. 35B","14712","Rathenow"
"Total","Milower Landstr. 35B","14712","Rathenow"
"Total","Genthiner Str. 59","14712","Rathenow"
"Total","Genthiner Str. 59","14712","Rathenow"
"Total","Michael-Brueckner-Str. 26-31","12439","Berlin"
"Total","Michael-Brueckner-Str. 26-31","12439","Berlin"
"Total","Oberspreestr. 138","12555","Berlin"
"Total","Oberspreestr. 138","12555","Berlin"
"Total","Berliner Str. 23","14712","Rathenow"
"Total","Berliner Str. 23","14712","Rathenow"
"Total","Artilleriepark 5","14624","Dallgow"
"Total","Artilleriepark 5","14624","Dallgow"
"Total","Heerstr. 324","13593","Berlin"
"Total","Heerstr. 324","13593","Berlin"
"Total","Heerstr. 35-37","14055","Berlin"
"Total","Heerstr. 35-37","14055","Berlin"
"Total","Goetelstr. 132-140","13595","Berlin"
"Total","Goetelstr. 132-140","13595","Berlin"
"Total","Am Friedensplatz","15537","Erkner"
"Total","Am Friedensplatz","15537","Erkner"
"Total","Fuerstenwalder Damm 418","12587","Berlin"
"Total","Fuerstenwalder Damm 418","12587","Berlin"
