X,Y,OBJECTID,EVA_NR,DS100,IFOPT,NAME,VERKEHR,LAENGE,BREITE,STATUS
10.343796999919217,47.696451999851142,1137,8001614,MDUH,de:09780:9002,Durach,RV,10.343797,47.696452,
8.272630999634837,48.928903999781873,1138,8001616,RDRM,de:08216:1819,Durmersheim,RV,8.272631,48.928904,
9.058444000364863,48.452407999891157,1139,8001617,TDU,de:08416:2102,Dußlingen,nur DPN,9.058444,48.452408,
8.59890500018205,50.564450000236597,1140,8001618,FDTH,de:06532:11015,Dutenhofen(Wetzlar),RV,8.598905,50.56445,
10.669613999633647,49.982672000086993,1141,8001619,NEE,de:09674:27615,Ebelsbach-Eltmann,RV,10.669614,49.982672,
10.138039999624139,50.131305000247401,1142,8001620,NEBH,de:09672:75198,Ebenhausen(Unterfr),RV,10.13804,50.131305,
11.453607999948217,47.978685999770583,1143,8001621,MEBS,de:09184:2570,Ebenhausen-Schäftlarn,RV,11.453608,47.978686,
10.618479000188014,47.814817999807261,1144,8001622,MEBH,de:09777:9003,Ebenhofen,RV,10.618479,47.814818,
10.954725000176561,50.068730999732907,1145,8001623,NED,de:09478:15483,Ebensfeld,RV,10.954725,50.068731,
11.186872999739297,49.776801000180321,1146,8001627,NEBM,de:09474:9120,Ebermannstadt,nur DPN,11.186873,49.776801,
10.710959999936025,48.756210000002859,1147,8001628,MEBM,de:09779:7001,Ebermergen,RV,10.71096,48.75621,
10.79671899983776,50.094163000260934,1148,8001629,NEB,de:09674:75025,Ebern,nur DPN,10.796719,50.094163,
9.526581999637379,48.71611999993987,1149,8001632,TEC,de:08117:151,Ebersbach(Fils),RV,9.526582,48.71612,
11.970242999714806,48.074970000051138,1150,8001634,MEG,de:09175:4070,Ebersberg(Oberbay),RV,11.970243,48.07497,
11.064643000275266,50.224270999852891,1151,8001636,NEC,de:09473:75000,Ebersdorf(b Coburg),RV,11.064643,50.224271,
8.108237000258903,49.564003999814666,1152,8001638,RET,de:07332:609,Ebertsheim,RV,8.108237,49.564004,
10.913845999854427,50.001534999879595,1153,8001640,NEG,de:09471:21600,Ebing,RV,10.913846,50.001535,
7.768180000085415,47.960360000055552,1154,8001643,REBR,de:08315:6661,Ebringen,RV,7.76818,47.96036,
10.416949999829409,53.01719199986352,1155,8001645,HEBS,de:03360:22597,Ebstorf(Uelzen),nur DPN,10.41695,53.017192,
10.537197999569711,53.337005999795572,1156,8001646,AECH,de:03355:8001646,Echem,RV,10.537198,53.337006,
11.616754000442659,48.302991999958081,1157,8001647,MEC,de:09178:2650,Eching,RV,11.616754,48.302992,
8.891311999783289,50.390718999737437,1158,8001648,FEZL,de:06440:11159,Echzell,RV,8.891312,50.390719,
9.169164000179528,48.692151999787917,1159,8001650,TETD,de:08116:7003,Echterdingen,RV,9.169164,48.692152,
9.93664500005813,49.152317000153786,1160,8001651,TEI,de:08127:21002,Eckartshausen-Ilshofen,RV,9.936645,49.152317,
