X,Y,OBJECTID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,LAT_DEG,LAT_MIN,LAT_HEMI,LONG_DEG,LONG_MIN,LONG_HEMI,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY
-3.033333333576503,36.733333333351318,857,38380,38340,ADRA,ES,36.733333,-3.033333,36,44,N,3,2,W,131,52040,V,CB,F, , , ,Y, ,L,G,N, ,1, ,Y, , , ,Y,Y,Y, , , , ,Y, , , , ,Y,Y,Y,Y,Y, , , , ,Y,Y, , ,Y, , , , , ,Y, , , , , , ,Y,Y,Y, , ,C, ,S
-2.466666666755835,36.833333333122653,858,38390,38340,ALMERIA,ES,36.833333,-2.466667,36,50,N,2,28,W,131,52052,S,CB,F,N,N,N,Y,Y,J,A,J, ,1,M,Y, ,Y,N,Y,Y,Y, , , ,Y, ,Y,Y, , ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y, , , , ,Y,Y, , , , ,Y,Y,Y,Y, , ,C, ,S
-1.883333333686677,37.00000000035449,859,38395,38340,PUERTO DE CARBONERAS,ES,37,-1.883333,37,0,N,1,53,W,131,52055,S,CB,F, , , , , ,A,A,G, ,0,M,Y, , ,N,Y,Y,Y,Y,Y, ,Y, ,Y,Y, , ,Y, ,Y, ,Y, , , , ,Y,Y, , , ,Y, , , , ,Y, , , , , ,Y,Y,Y,Y, , ,C, , 
-1.566666666881099,37.399999999812138,860,38410,38340,AGUILAS,ES,37.4,-1.566667,37,24,N,1,34,W,131,52060,V,CN,F, , , , , ,G,C,J, ,1,M,Y, , , , ,Y,Y, , ,N,Y, , , , , ,Y, ,Y, ,Y, , , , ,Y, , , ,Y, , , , , ,Y,Y, , , , , ,Y, , , , ,C, , 
-1.549999999734346,37.399999999812138,861,38420,38340,HORNILLO,ES,37.4,-1.55,37,24,N,1,33,W,131,52060,V,CN,F, , , , ,Y,G,A,N, ,1,M, , , , , ,Y,Y, , , ,Y, , , , , ,Y, ,Y, ,Y, , , , ,Y, , , , , , , , , , ,Y, , , , , , , , , , , , , 
-0.983333332913644,37.58333333301421,862,38430,38340,CARTAGENA,ES,37.583333,-0.983333,37,35,N,0,59,W,131,52062,S,CB,F,N,N,N, , ,J,A,H,C,1,L,Y, ,Y,N,Y,Y,Y, ,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y,Y, , ,Y,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,C,S,S
-0.683333333254854,37.966666666648408,863,38435,38340,TORREVIEJA,ES,37.966667,-0.683333,37,58,N,0,41,W,131,52084,V,CB,G,N,N,N,Y, ,J,J,K, ,0,M, , ,Y,N,Y,Y,Y, , ,N,Y, ,Y, , , ,Y, , ,Y, ,Y, , , ,Y,Y, ,N, ,Y, , ,Y, , ,Y, ,Y,Y,Y, ,Y,Y,Y,N,N,C, ,S
-0.483333333781759,38.333333333590375,864,38440,38340,ALICANTE,ES,38.333333,-0.483333,38,20,N,0,29,W,131,52084,M,CB,F, , , ,Y, ,G,J,G, ,0,M,Y, ,Y, ,Y,Y,Y, , , ,Y,Y,Y, ,Y, ,Y, ,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y,Y, , ,Y,Y,Y, ,N,Y, ,Y,Y,Y,Y, , ,N, ,M
-0.149999999829395,39.000000000138861,865,38460,38340,PUERTO DE GANDIA,ES,39,-0.15,39,0,N,0,9,W,131,52080,V,CB,P, , , ,Y, ,L,C,K, ,0,M, ,Y, ,N,Y,Y,Y, , , ,Y,Y, , , , ,Y, ,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y, , , ,Y,Y, , , , , ,Y,Y,Y,Y, , , , , 
-0.316666666805577,39.449999999898765,866,38480,38340,VALENCIA,ES,39.45,-0.316667,39,27,N,0,19,W,131,52085,M,CB,F,N,Y,N,Y, ,F,E,E, ,0,M,Y, ,Y,Y,Y,Y,Y, ,Y, ,Y,Y, , ,Y, ,Y, ,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y,Y, , ,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,A,S,M
-0.216666666619881,39.650000000167431,867,38490,38340,SAGUNTO,ES,39.65,-0.216667,39,39,N,0,13,W,131,52086,V,CB,F,N,Y,N,Y,N,L,C,G, ,0,L,Y, ,Y,N,Y,Y, , , ,N,Y,Y, , , , ,Y, ,Y,Y,Y, , , , ,Y, , ,N,Y,Y, ,Y,Y,Y,Y,Y, , , , ,Y,Y,Y,Y, , ,C, ,M
-0.049999999643699,39.883333333161779,868,38495,38340,BURRIANA,ES,39.883333,-0.05,39,53,N,0,3,W,131,52086,V,RN,F, , , , , ,N,J,N, ,0,M, , , , ,Y,N,Y, ,Y, ,Y, , , , , ,Y, ,Y,Y,Y, , , , ,Y,Y, ,N, , , , , , , ,Y,Y,N,N,N, ,Y,Y,Y,Y,Y,C, ,S
0.016666666248456,39.966666666600943,869,38500,38340,EL GRAO,ES,39.966667,0.016667,39,58,N,0,1,E,131,52086/0,V,CB,F,N,N,N,Y, ,K,J,L,B,1,M,Y,Y,Y,Y,Y,Y,Y, ,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,Y, , ,Y, , ,Y,Y,Y, ,Y,Y,Y,Y,Y, , ,Y,Y, ,Y,Y,Y, , ,C,M,S
1.233333332928769,41.099999999847121,870,38540,38340,TARRAGONA,ES,41.1,1.233333,41,6,N,1,14,E,131,52121/0,L,CB,F,N,Y,N,Y, ,C,A,C,A,1,M,Y, ,Y,Y,Y,Y,Y, , , ,Y, , ,Y,Y,Y,Y, ,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C, ,M
2.166666667097011,41.349999999954036,871,38550,38340,BARCELONA,ES,41.35,2.166667,41,21,N,2,10,E,131,52122/0,L,CB,G,N,Y,N,Y, ,K,A,F, ,1,L,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y, , ,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,B,M,S
3.033333333576503,41.783333333213314,872,38570,38340,SAN FELIU DE GUIXOLS,ES,41.783333,3.033333,41,47,N,3,2,E,131,52123,V,CB,F, , , ,Y, ,M,C,M, ,0,M, ,N,Y,N,Y,Y,Y, , ,N,N, , , ,Y,Y,Y,Y,Y, ,Y, , , , ,Y, , ,N,Y,Y, , , ,Y,Y, , , , , , ,Y,Y,Y, , ,C, ,M
3.116666666615445,41.83333333328715,873,38580,38340,PALAMOS,ES,41.833333,3.116667,41,50,N,3,7,E,131,52089,S,CB,F,N,N,N,Y, ,D,E,E, ,0,M,Y, ,Y,N,Y,Y,Y, , ,N,Y,Y, , ,Y, ,Y, ,Y,Y,Y, , , , ,Y, , ,N,Y,Y, , ,Y,Y,Y,Y, , , , , ,Y,Y,Y, , ,C, , 
-16.916666667089991,32.63333333368552,874,38130,38120,FUNCHAL,PT,32.633333,-16.916667,32,38,N,16,55,W,143,51263,L,CB,E,N,N,N,Y, ,H,H,J,H,2,L, ,Y,Y,Y,Y,Y,Y, ,Y, ,Y,Y, ,Y, , ,Y, ,Y, ,Y,Y,Y, , ,Y,Y, ,N, ,Y, , , ,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y, ,B,S, 
-1.933333333330376,43.33333333324849,875,37290,37270,PUERTO DE PASAJES,ES,43.333333,-1.933333,43,20,N,1,56,W,143,37446/5,M,RN,F,N,N,N,Y, ,K,A,J, ,5,M,N,N,Y,N,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,Y,Y,Y,Y, ,Y,Y,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,C,S,S
-2.716666666770926,43.416666666669521,876,37350,37270,BERMEO,ES,43.416667,-2.716667,43,25,N,2,43,W,143,37032,V,CB,E,Y,Y, ,Y, ,N,A,N, ,5,M, , , ,N,Y,Y, , , , ,Y,Y, , , , ,Y,Y,Y,Y, , , , , ,Y, , , , ,Y, ,Y,Y,Y,Y,Y, , , , ,Y,Y,Y,Y, , ,C,S, 
-3.049999999824959,43.350000000295729,877,37400,37270,PUERTO DE BILBAO,ES,43.35,-3.05,43,21,N,3,3,W,143,37461,M,CB,E,Y,N,N,N, ,M,A,C,A,9,L,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,A,S, 
-3.783333333621843,43.466666666623027,878,37470,37270,SANTANDER,ES,43.466667,-3.783333,43,28,N,3,47,W,143,37464/35,M,RN,G,Y,N,N,Y,N,J,B,H,H,3,L,Y,Y,Y,N,Y,Y,Y, ,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y, , , ,Y,Y,Y,Y, ,Y,Y, ,Y,Y,Y,Y,Y,B,M,M
-5.666666666410189,43.550000000246293,879,37560,37270,GIJON,ES,43.55,-5.666667,43,33,N,5,40,W,143,37481,S,CB,G,Y,N,N, , ,D,M,C, ,3,M, , ,Y,N,Y,Y,Y, ,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, ,Y,Y, , ,Y,Y, ,Y,Y,Y,Y, ,Y,Y,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,B,S,M
-34.966666666923004,-8.400000000385393,880,12740,12700,PORTO DE SUAPE,BR,-8.4,-34.966667,8,24,S,34,58,W,124,24222,S,CB,G,Y,Y,N,Y,Y,G,G,K,G,2,L,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,Y, , ,Y, ,Y,Y,Y,Y,Y, , ,Y,Y, ,Y, , , , , , , ,Y, , , , , ,Y,Y,Y, , ,N,L,S
109.133333332980683,-6.849999999909462,881,51020,50920,TEGAL,ID,-6.85,109.133333,6,51,S,109,8,E,163,72236,V,OR,F,N,N,N,Y, ,P,M,P, ,0,M,Y, ,Y,N,Y,N,N,N,N, ,Y,Y, ,Y, , ,Y,Y, ,Y, ,Y, , , ,N, , , , ,Y, , , , ,Y,Y, , , , ,Y,Y,Y, ,N,N,C,S,M
109.699999999801392,-6.849999999909462,882,51030,50920,PEKALONGAN,ID,-6.85,109.7,6,51,S,109,42,E,163,72028,V,OR,F,Y,Y, ,Y, , ,M, , ,2,M, , ,Y, , , , , , , , , , , ,Y,Y, , , ,Y, ,Y, , , ,Y, , , , ,Y, , , , ,Y,Y, , , , ,Y,Y, , , , ,C, , 
110.416666666451434,-6.950000000410788,883,51040,50920,SEMARANG,ID,-6.95,110.416667,6,57,S,110,25,E,163,72236,S,OR,G,Y,Y,N,Y, ,L,J,L,J,0,M,Y,Y,Y,N,Y,Y,Y, ,Y,N,Y,Y, ,Y, ,Y,Y,Y, ,Y, ,Y, , , ,Y,N, ,Y,Y,Y, , ,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y, , ,C,S,M
111.349999999721405,-6.699999999972943,884,51070,50920,REMBANG,ID,-6.7,111.35,6,42,S,111,21,E,163,72028,V,OR,F, ,Y, , , ,K,K, ,K,0, , , , , , , , , , , , , , , , ,Y, , , ,Y, ,Y, , , ,Y, , , , , , , , , , , , , , , ,Y, , , , , ,D, ,S
112.150000000308722,-6.733333333643799,885,51100,50920,TUBAN,ID,-6.733333,112.15,6,44,S,112,9,E,163,72028,V,OR,P, ,Y, ,Y, ,P,L,P,A,4, ,Y,Y,Y, , ,Y,Y, , , , , ,Y, , , ,Y,Y, , , ,Y,Y, , ,Y,N, ,N, , , , , , , , , , , , ,Y,Y,N, , , ,N, , 
112.733333333377885,-7.200000000359413,886,51130,50920,SURABAYA,ID,-7.2,112.733333,7,12,S,112,44,E,163,72234,M,CB,G,Y,Y,N,N, ,K,C,K,J,0,M,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,Y, ,Y, , ,Y,Y,Y,Y,Y, , , , ,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,A,M,M
113.933333332911417,-7.700000000127443,887,51200,50920,PANARUKAN,ID,-7.7,113.933333,7,42,S,113,56,E,163,72221,V,CN,N,Y,Y,N,Y, , ,F, ,A,0, , , ,Y,N,Y,N,N, ,Y,Y,Y,Y, ,Y,Y,Y,Y, , ,Y, ,Y, , , ,Y, , ,N, ,Y, , , ,Y, ,Y, , , , ,Y, ,N,N, , ,N, ,M
109.000000000298073,-7.733333333492648,888,51220,50920,CILACAP,ID,-7.733333,109,7,44,S,109,0,E,163,71183,L,CN,E,Y,Y,N,N, ,J,C,J,J,1,L,Y,Y,Y,N,Y,Y,Y, , ,N,Y,Y, ,Y, , ,Y, ,Y, ,Y, , , , ,Y, , ,N, ,Y, , , ,Y,Y,Y,Y, ,N,N,Y,Y,Y,Y,N, ,C, , 
115.216666666382181,-8.749999999850797,889,51260,51250,BENOA,ID,-8.75,115.216667,8,45,S,115,13,E,163,72204/3,V,CN,F, ,Y, ,Y, ,L,B,L,N,2,M, ,Y, , ,Y,Y,Y, , , ,Y,Y, ,Y, , ,Y,Y,Y, ,Y, , , , ,Y,N, , , ,Y, , , ,Y, ,Y, , , , , ,Y,Y,N, , ,N, , 
116.566666666643385,-8.700000000182277,890,51290,51250,LABUHANHAJI,ID,-8.7,116.566667,8,42,S,116,34,E,163,72211,V,OR,P,N,N,N,N, ,P,G,P, ,8, , , ,Y,N, , , , , , ,Y,Y, , , , , , , , , ,Y, , , ,Y, , , , , , , , , , , , , , , ,Y,Y, ,N,N, ,D, , 
122.216666666805125,-8.616666666808207,891,51320,51250,MAUMERE,ID,-8.616667,122.216667,8,37,S,122,13,E,163,73004,V,OR,F,Y,Y, , , ,M,A,M,M,2,M,Y, , , ,Y,N,Y,Y,Y, , ,Y, ,Y, , ,Y, ,Y, ,Y,Y,Y, , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y, , , , , , 
122.983333333098912,-8.3500000002532,892,51330,51250,LARANTUKA,ID,-8.35,122.983333,8,21,S,122,59,E,163,73201,V,OR,G, , , , , , ,B, , ,0, ,Y, ,Y, , , , , , , , , , , , , ,Y, , , , ,Y, , , ,Y, , , , , , , , , , , , , , , , ,Y, , , , ,D, , 
121.649999999984473,-8.833333333102274,893,51340,51250,ENDE,ID,-8.833333,121.65,8,50,S,121,39,E,163,73002,V,CN,F, ,Y, , , ,N,A,N,M,2,M,Y, , , ,Y, , , , , , ,Y, ,Y, , ,Y,Y,Y, , ,Y, , , ,Y, , , , ,Y, , , , ,Y, , , , , , ,Y, , , , ,D, , 
106.216666666736657,3.216666666631463,894,51500,51480,TAREMPAH,ID,3.216667,106.216667,3,13,N,106,13,E,163,71445,V,CN,F,Y,Y, ,Y, ,O,A,O, ,0, , , , , , , , , , , , , , , , , ,Y, , , , ,Y, , , ,Y, , , , , , , , , , , , , , , ,Y,Y, , , , , , , 
102.100000000060817,1.466666666292665,895,50790,50515,BENGKALIS,ID,1.466667,102.1,1,28,N,102,6,E,174,71261,V,CN,G, , , , , ,L,K,N, ,0, ,Y, , , ,Y,Y, , , , ,Y,Y,Y, , , ,Y, , , ,Y, , , , ,Y, , ,N,N,N,N,N,N,N,N, , , , , , ,Y, ,N, , , , ,S
103.766666666229312,1.233333333653136,896,50010,49990,PULAU BUKOM,SG,1.233333,103.766667,1,14,N,103,46,E,174,71253,M,OR,G,N,N,N,Y,N,K,G, ,F,2,L, ,Y,Y,Y,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y, , , ,Y,Y, ,Y, , , , , , , , ,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A, , 
103.799999999624546,1.200000000345105,897,50015,49990,PULAU SEBAROK,SG,1.2,103.8,1,12,N,103,48,E,174,71252,S,OR,F,N,N,N,Y,N,J,J, ,E,0,L, ,Y,Y,Y,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y, ,Y, , , , ,Y,Y, ,Y, , , , , , , , ,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A, , 
104.216666666615822,1.066666666892365,898,50030,50020,TANJUNGUBAN,ID,1.066667,104.216667,1,4,N,104,13,E,174,71243,V,CN,F,N,Y,N,Y, ,K,B,E,E,0,L,Y, , ,N,Y,Y,Y, , ,N,Y,Y,Y, , , ,Y,Y,Y, ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y, , , , , , 
104.450000000382474,0.916666666280219,899,50040,50020,TANJUNGPINANG,ID,0.916667,104.45,0,55,N,104,27,E,174,71243,V,OR,F,Y,N,N,Y,N,P,O,B, ,1,M,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y, , ,Y,Y, , , , , , , ,Y, , ,N, ,Y, , , , ,Y,Y, , , , ,N,Y,N,N, , ,C,S, 
104.60000000021185,0.850000000176722,900,50045,50020,KIJANG,ID,0.85,104.6,0,51,N,104,36,E,174,71243,V,RN,G,N,N,N,Y,N,K,A,K, ,0,L,N, ,Y,N,Y,Y,Y, , , ,Y,Y,Y, , , ,Y,Y,Y, ,Y, ,Y, , ,Y, , , , , , , , , , ,Y, , , , ,N,N,N,N,N,N,C, , 
103.899999999810262,1.166666666770505,901,50060,50020,PULAU SAMBU,ID,1.166667,103.9,1,10,N,103,54,E,174,71239,S,CN,F,Y,Y,N,Y,N,F,F, ,J,2,L, , ,Y,N,Y,Y,N, , , ,Y, ,Y,Y, ,Y,Y,Y,Y, ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , ,N, , 
104.566666666816644,-0.500000000310633,902,50100,50020,DABO,ID,-0.5,104.566667,0,30,S,104,34,E,174,71230,V,OR,P,Y,Y,N,Y,N,P,O,P, ,0,M,Y, , , , ,N,N,N,N, ,Y, , , , , ,Y, ,Y,Y, ,Y, , , ,Y, , ,N, ,Y, , , , ,Y,Y, , , , ,Y,Y, ,Y, , ,C, ,S
106.449999999604998,-3.016666666810859,903,50120,50020,TOBOALI,ID,-3.016667,106.45,3,1,S,106,27,E,163,71220,V,OR,P,Y,Y,N,Y,N,M,M,P, ,10,M, , , , , , , , , , ,Y, , , , , , , , , , ,Y, , , ,Y, , ,N, , , , , , , , , , , , , , , , , , , , , 
105.166666667032558,-2.066666666254958,904,50140,50020,MUNTOK,ID,-2.066667,105.166667,2,4,S,105,10,E,163,71220,V,CN,F,N,N,N,N, ,Q,B,Q, ,9,M,Y, , ,N,Y,N,N,N, , ,Y, ,Y,Y, ,Y,Y,N,Y,N,Y,Y, , , ,Y, , ,N, , , , , , , ,Y, , , , ,N,N,N,N,N,N,N, , 
106.133333333697749,-2.116666666910797,905,50210,50020,PANGKALPINANG,ID,-2.116667,106.133333,2,7,S,106,8,E,163,71420,V,OR,G,Y,N,N,Y,Y,P, , , ,3,M,Y, ,Y,N,Y,N,Y, , , ,Y,Y,Y, , ,Y, ,Y,Y, ,Y,Y, , , ,Y,Y, ,N, ,Y, , , , ,Y,Y, , , , , , ,Y, , , ,C, , 
106.23333333298514,-5.499999999553172,906,50350,50020,CINTA OIL TERMINAL,ID,-5.5,106.233333,5,30,S,106,14,E,163,71180,V,OR,P,N,N,N,Y, ,A,A, ,A,0,M,Y,Y,Y,N,Y,Y,Y, ,Y,N,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y, , , ,Y,N, ,N, , , , , , , , , , , , ,N,N,N,N,N,N,D, , 
105.316666666861934,-5.466666667111803,907,50380,50020,PANJANG,ID,-5.466667,105.316667,5,28,S,105,19,E,163,71180,V,CN,G,Y,N,N,Y, ,H,H,H,J,3,M, , ,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y, , , ,Y,N, ,N, ,Y, , , ,Y,Y,Y,N,N,Y,Y,Y,Y,N, , , ,C,S,S
100.366666667101825,-1.000000000301925,908,50450,50020,TELUK BAYUR,ID,-1,100.366667,1,0,S,100,22,E,174,71140,V,OR,F,N,N,N,Y,Y,L,L,H,M,1,L, , ,Y,N,Y,Y,Y,Y,Y, ,Y,Y,Y,Y, , ,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,N, ,Y, , , ,Y,Y,Y,Y, ,Y,Y, ,Y,Y,Y,Y,Y,A,S,M
-5.933333333572066,43.599999999809746,909,37600,37270,AVILES,ES,43.6,-5.933333,43,36,N,5,56,W,143,37481,S,LC,E,Y,Y,N,Y,Y,K,H,J, ,3,M, , ,Y,N,Y,Y,Y, ,Y, ,Y, ,Y, , , ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y, , , ,Y,Y,Y, , , , , ,Y,Y,Y, , ,C,S,M
-7.033333332919897,43.533333333187116,910,37670,37270,RIBADEO,ES,43.533333,-7.033333,43,32,N,7,2,W,143,UK1096/1,V,RN,G,Y,N,N,Y,Y,H,K,N, ,4,L, , ,Y,N,Y,Y,Y,Y, ,N,N,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,Y, ,Y, , , ,Y, ,Y,N,N,N,N,Y,Y,Y,N,N,N,C, ,S
-7.433333333662713,43.700000000245048,911,37690,37270,SAN CIPRIAN,ES,43.7,-7.433333,43,42,N,7,26,W,143,UK 1122,V,CN,F, , , ,Y,Y,E,H,H, ,4,M, , , , ,Y,Y,Y, , , ,Y, , , ,Y, ,Y,Y,Y,Y, , , , , ,Y,Y, ,N,Y,Y, , , , ,Y,N,Y,N,Y,N, ,Y, , , , ,D, , 
-8.233333333351721,43.483333333058049,912,37740,37270,FERROL,ES,43.483333,-8.233333,43,29,N,8,14,W,143,37506,M,RN,E,N,N,N,Y, ,J,J,G, ,4,M,Y,Y,Y,N,Y,Y,Y, , ,Y,Y,Y, ,Y, , ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,A,M,M
-8.400000000327902,43.366666666581985,913,37770,37270,LA CORUNA,ES,43.366667,-8.4,43,22,N,8,24,W,143,37506,S,CN,E,N,Y,N,Y,N,E,H,F,F,4,L, ,Y,Y,Y,Y,Y,Y, ,Y, ,Y, ,Y,Y, , ,Y, ,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y, , ,Y,Y,Y,Y, ,Y, , , ,Y,Y,Y,Y,Y,C,S,L
-8.766666666777178,42.600000000149521,914,37830,37270,VILLAGARCIA DE AROSA,ES,42.6,-8.766667,42,36,N,8,46,W,143,UK1762,V,CN,E, , , , , ,C,N,J, ,4,M, , , , ,Y,Y,Y, ,Y, ,Y, ,Y, ,Y, ,Y, ,Y,Y,Y, , , , ,Y, , ,Y, ,Y, , , , ,Y,Y, , , , , ,Y,Y,Y,Y,Y,C, ,S
-8.699999999986693,42.399999999908516,915,37860,37270,MARIN,ES,42.4,-8.7,42,24,N,8,42,W,143,UK1733,S,CB,G, ,Y, , , ,A,A,J, ,4,M,Y,Y, ,N,Y,Y,Y, ,Y, ,Y, ,Y,Y,Y, ,Y,Y, ,Y, , , , , ,Y,Y, ,N,Y,Y,Y, ,Y,Y,Y,Y,Y, , ,Y, ,Y,Y, ,Y,Y,B,M,S
-8.716666666235149,42.233333333144913,916,37900,37270,VIGO,ES,42.233333,-8.716667,42,14,N,8,43,W,143,51103,M,CB,G,N,N,N,N,N,A,A,E, ,3,M,Y,Y,Y,Y,Y,Y,Y, ,Y, ,Y,Y, ,Y, , ,Y, ,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,A,M,S
-8.83333333356763,41.700000000286636,917,37940,37930,VIANA DO CASTELO,PT,41.7,-8.833333,41,42,N,8,50,W,143,51100,S,CT,G,Y,N,N,Y,Y,L,C,B, ,2,L, , ,Y,N,Y,Y,Y, ,Y,N,Y,Y,Y,Y, , ,Y,Y,Y,Y, , , , , ,Y,Y, ,Y,Y,Y, , ,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y, , ,B,S, 
-8.699999999986693,41.18333333310715,918,37950,37930,PORTO DE LEIXOES,PT,41.183333,-8.7,41,11,N,8,42,W,143,51109,V,CB,G,N,Y,N,Y,Y,G,C,J,G,4,L, , ,Y,Y,Y,Y,Y, ,Y, ,Y,Y,Y,Y, , ,Y,Y,Y,Y,Y, ,Y, , ,Y,Y, ,Y,Y,Y, , ,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y, , ,C,S,S
-8.666666666591482,41.150000000195909,919,37960,37930,DOURO,PT,41.15,-8.666667,41,9,N,8,40,W,143,51109,V,RN,G,N,Y,N,Y,Y,O,F,N, ,7,M,N,N,Y,Y,Y,Y, , ,Y,N,Y,Y,N,Y, , ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y, , , , ,Y,Y,Y,N,Y,Y, ,Y,Y,Y, , ,C, ,S
-8.650000000343027,40.649999999701848,920,37970,37930,AVEIRO,PT,40.65,-8.65,40,39,N,8,39,W,143,51135,M,RN,G,Y,N,N,Y, ,M,J,K, ,3,M,Y, ,Y,N,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y, , , , ,Y,Y, ,Y, ,Y, , ,Y, ,Y,Y, , , ,Y, ,Y,Y,Y,Y,Y,B,S,S
-8.849999999816118,40.149999999899499,921,37980,37930,FIGUEIRA DA FOZ,PT,40.15,-8.85,40,9,N,8,51,W,143,51120,V,RN,G,N,Y,N,Y, ,M,G,N, ,8,M, , ,Y,N,Y,Y,Y,Y, ,N,Y, , ,Y, , ,Y,Y, ,Y,Y, , , , ,Y,Y, ,Y, ,Y, , ,Y,Y,Y,Y, , , , ,Y,Y, ,Y,Y, ,B,S,S
-9.166666666621698,38.69999999982462,922,37990,37930,LISBOA,PT,38.7,-9.166667,38,42,N,9,10,W,143,51144,L,RN,E,Y,Y,N,Y,Y,G,F,E, ,5,L,Y,Y,Y,Y,Y,Y,Y, , ,Y,Y,Y,Y, , , ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y, , ,Y,Y, ,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,A,L, 
