X,Y,OBJECTID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,LAT_DEG,LAT_MIN,LAT_HEMI,LONG_DEG,LONG_MIN,LONG_HEMI,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY
146.833333332923104,43.866666666397464,1,61090,61070,SHAKOTAN,RU,43.866667,146.833333,43,52,N,146,50,E,155,96902,V,CN,G, , , , , ,K,G,O, ,3, , , , , , , , , , , , , , , , , ,Y, , , , ,Y, , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , 
143.349999999858369,44.349999999740419,2,61110,61100,MOMBETSU KO,JP,44.35,143.35,44,21,N,143,21,E,158,96906,V,CB,G, ,Y,Y,Y, ,J,J,J, ,3, ,N, ,Y,N,Y,N,Y, , , , ,Y, ,Y, , , ,Y,Y,Y,Y, , , , ,Y, , ,Y, , , , , , , ,Y, , , , , ,Y, ,Y, , ,C, , 
144.283333333128297,44.016666666426481,3,61120,61100,ABASHIRI KO,JP,44.016667,144.283333,44,1,N,144,17,E,158,96906,S,CB,G, ,Y,Y,Y,Y,M,G,J, ,2,M, , ,Y,Y,Y,N,Y, , , ,Y,Y, , ,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y, , , , , ,N, , , , ,Y, , , , , ,Y, ,Y, , ,C, , 
145.583333333745884,43.33333333324849,4,61130,61100,NEMURO KO,JP,43.333333,145.583333,43,20,N,145,35,E,158,96764,S,CB,F, ,Y,Y,Y, ,M,G, , ,2,M,N, ,Y, , , , , , , , , , , ,Y,Y, , , ,Y,Y,Y, , , ,Y, , , , , , , , , , , , , , , ,Y,Y,Y, , , , , , 
145.583333333745884,43.28333333342318,5,61140,61100,HANASAKI KO,JP,43.283333,145.583333,43,17,N,145,35,E,158,96764,V,CB,F, ,Y,Y,Y, ,H,K,K, ,3,L,Y, ,Y, , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , ,Y,Y, , , , , , 
144.366666667065573,42.98333333330897,6,61160,61100,KUSHIRO KO,JP,42.983333,144.366667,42,59,N,144,22,E,158,96763/2,M,CB,G,N,N,Y,Y,Y,K,K,G,J,2,L,Y,Y,Y, ,Y,N,Y, ,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N, , ,Y, ,Y, , ,Y,Y, , , ,Y,Y,Y,Y,Y,Y,C, ,M
141.633333333147817,42.63333333352314,7,61165,61100,TOMAKOMAI KO,JP,42.633333,141.633333,42,38,N,141,38,E,158,96961/2,S,CB,E,N,Y,N,Y,Y,G,G,G,F,2,L,N,Y,Y,N,Y,N,Y, ,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y, ,Y, , , , ,Y,Y, ,Y,Y,Y, , , , , , , , , , , ,Y,Y, , , ,C,S, 
140.96666666703976,42.350000000131715,8,61170,61100,MURORAN KO,JP,42.35,140.966667,42,21,N,140,58,E,158,96949,M,CN,G,Y,N,N,Y,Y,F,L,F,G,1,L,Y,Y,Y,N,Y,N,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y,Y, ,Y,Y, , , , ,Y,Y, ,Y,Y,Y, , ,Y,Y,Y,Y, , , , , ,Y,Y, , , ,A,M,L
140.58333333344379,42.116666666477919,9,61180,61100,MORI,JP,42.116667,140.583333,42,7,N,140,35,E,158,96948,V,OR,P, ,Y, , , ,J,J,O, ,4,M, , , , , , , , , , , , , , , ,Y, , , ,Y, ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
140.716666667024668,41.783333333213314,10,61190,61100,HAKODATE KO,JP,41.783333,140.716667,41,47,N,140,43,E,159,96947/3,M,CB,E,N,N,N,Y, ,K,E,G,G,1,L,Y,Y,Y,N,Y,N,Y, ,Y,N,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , ,Y,Y, ,Y,Y,Y,Y,Y,Y, , ,Y, , , , ,Y,Y,Y,Y,Y,Y,B,M,L
140.116666666808754,41.866666666505459,11,61205,61100,ESASI KO,JP,41.866667,140.116667,41,52,N,140,7,E,159,96943,V,CB,P, , , , , ,J,F,P, ,2, ,Y, , , , , , , , , , , , , ,Y, , , , ,Y, ,Y, , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , 
141.016666666683449,43.200000000272546,12,61230,61100,OTARU KO,JP,43.2,141.016667,43,12,N,141,1,E,159,96942,M,CB,G,N,Y,N, , ,J,H,G,M,0,L,N,Y,Y, ,Y,N,Y, ,Y, ,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y, , , , ,Y,Y, ,Y, ,Y,N, , ,Y,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,C, ,S
141.633333333147817,43.950000000074233,13,61250,61100,RUMOI KO,JP,43.95,141.633333,43,57,N,141,38,E,159,96939,V,CB,G,Y,Y, , , ,L,D,J,M,0,L,N,Y,Y, ,Y,N,Y, ,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,Y, , ,N, , , , ,Y, , , , , ,Y,Y, , , ,C, ,S
141.683333333689859,43.416666666669521,14,61260,61100,WAKKANAI,JP,43.416667,141.683333,43,25,N,141,41,E,159,96938/7,S,CB,F,Y,Y,Y,Y, ,K,G,J, ,0,L,N, ,Y,N,Y,N,Y, , , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,Y,Y,Y,Y, , , , ,Y, , , , ,Y,Y,Y, ,Y,Y,C,S,S
140.750000000419902,40.83333333324935,15,61270,61100,AOMORI KO,JP,40.833333,140.75,40,50,N,140,45,E,159,96944,S,CB,G,N,N,N,Y, ,E,E,H,L,1,L, ,Y,Y,N,Y,N,Y, ,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y,Y,N, ,Y,Y, ,Y,Y, , , ,Y,Y,Y, ,Y,Y,C,M, 
141.550000000108952,40.533333333401096,16,61280,61100,HACHINOHE KO,JP,40.533333,141.55,40,32,N,141,33,E,158,97041,S,CB,G,Y,Y,N,N,Y,G,B,H,M,1,L,Y,Y,Y,N,Y,N,Y, , , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,Y,Y,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y, ,Y,Y,C,S,M
141.983333333348639,39.63333333314047,17,61290,61100,MIYAKO,JP,39.633333,141.983333,39,38,N,141,59,E,158,97060,S,CB,F,Y,Y,N, , ,F,F,J, ,1,L,Y,Y,Y,N,Y,N,Y, , , ,Y,Y, ,Y,Y, , ,Y,N,Y,Y, , , , ,Y,N, ,Y,Y, , , , , ,Y,Y,Y,N,Y,Y, ,Y,Y, ,Y,N,C, ,S
141.900000000309774,39.266666666583689,18,61310,61100,KAMAISHI KO,JP,39.266667,141.9,39,16,N,141,54,E,158,97043,S,CN,F, , , ,Y, ,G,A,G,L,1,L,Y,Y,Y,N,Y,N,Y, ,Y,N,Y,Y, ,Y, , ,Y,Y, ,Y,Y,Y, , , ,Y, , ,Y,Y,Y,Y, , , ,Y,Y,Y, , , ,N,Y, ,Y, , ,C, ,M
141.733333333333576,39.050000000173412,19,61320,61100,OFUNATO,JP,39.05,141.733333,39,3,N,141,44,E,158,97063,S,CN,G,N,Y,N,Y,Y,G,E,L,J,1,L,Y,Y,Y,N,Y,N,Y,Y,Y, ,Y,Y,Y, ,Y, ,Y,Y, ,Y,Y, , , , ,Y, , , ,N,Y,N,N,Y,N,N,Y,Y, , , ,Y,Y,Y,Y,Y,Y,C,S,S
141.599999999752669,38.866666666653224,20,61325,61100,KESENNUMA KO,JP,38.866667,141.6,38,52,N,141,36,E,158,97063,V,CN,G, , ,N, ,Y,N,L,M,N,3,M,Y, ,Y, ,Y,N,Y, ,Y, ,Y,Y, ,Y,Y, ,Y,Y, ,Y,Y, , , , ,Y, , ,Y, , , , , , , ,Y, , , , , ,Y,Y, , , ,C, ,S
141.449999999923222,38.449999999700935,21,61330,61100,ONAGAWA,JP,38.45,141.45,38,27,N,141,27,E,158,97062/5,V,CB,G, , , , ,N,K,D,L, ,4, ,Y, , , , , , , , , , , , , ,Y,Y, , , ,Y,Y, , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , ,S
141.316666666342257,38.399999999722155,22,61340,61100,ISHINOMAKI KO,JP,38.4,141.316667,38,24,N,141,19,E,158,97064/2,V,CN,F, , , ,Y,Y,H,G,H, ,2,L,Y,Y,Y, ,Y,N,Y, ,Y, ,Y,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y, , , ,Y, , ,Y,Y,Y, , , ,Y, ,Y, , , , ,Y,Y,Y, , , ,C, ,S
141.033333332931903,38.316666666441769,23,61350,61100,SENDAI-SHIOGAMA,JP,38.316667,141.033333,38,19,N,141,2,E,158,97082,S,CN,F,N,Y,N,Y, ,M,J,L,E,1,L,N,Y,Y,N,Y,N,Y, ,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y, , ,Y, , , , , , , ,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,A,S, 
140.900000000249378,36.9333333332957,24,61355,61100,ONAHAMA KO,JP,36.933333,140.9,36,56,N,140,54,E,158,97104,S,CB,G,Y,Y,N,Y, ,J,A,G,G,3,L,Y,Y,Y,N,Y,N,Y, ,Y, ,Y,Y, ,Y,Y,Y,Y, , , ,Y, , , , ,Y, , ,Y,Y,Y, , , ,Y,Y,Y,Y, , , , ,Y,Y, , , ,C, ,M
140.63333333308745,36.499999999640174,25,61356,61100,HITACHI,JP,36.5,140.633333,36,30,N,140,38,E,158,97100,V,RB,F, , , ,Y, ,L, ,J,M,1,L,Y, , , ,Y,N,Y, , , ,Y,Y, ,Y, , , ,Y, , , , , , , , , , ,Y,Y,Y, ,Y, ,Y,Y,Y, , , , , ,Y, , ,Y,Y,C, , 
140.699999999877861,35.933333333625882,26,61357,61100,KASHIMA KO,JP,35.933333,140.7,35,56,N,140,42,E,158,97108,S,CB,E, , , ,Y,Y,D,B,K,D,0,L,Y, ,Y,N,Y,N,Y,Y, , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y, , ,Y,Y, , , , , , ,Y, , , , , ,Y,Y, , , ,C,S, 
140.849999999707308,35.733333333517763,27,61360,61100,CHOSHI,JP,35.733333,140.85,35,44,N,140,51,E,158,97101/0,V,RN,F, , , ,Y, ,N,O,O, ,2,L,Y, , , , , , , , , ,Y, , , , , ,Y, , ,Y, ,Y, , , ,Y, , , ,Y, , , , , ,Y,Y,Y, , , ,Y,Y, , , , , , , 
139.800000000003195,35.000000000262773,28,61370,61100,TATEYAMA KO,JP,35,139.8,35,0,N,139,48,E,158,97120,V,CN,F, , , , , ,E,E,O, ,1, ,Y, , , , , , , , , , , , , , ,Y, , ,Y,Y, ,Y, , , ,Y, , , , , , , , , , , , , , , ,Y,Y,Y, , , , , ,S
139.883333333042117,35.366666666576648,29,61372,61100,KISARAZU KO,JP,35.366667,139.883333,35,22,N,139,53,E,158,97141,V,CB,F,N,N,N,Y,Y,D,G,D, ,2,L, ,Y,Y,N,Y,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,Y, , ,Y,Y, , , ,Y,N, ,N, ,Y,Y, , ,Y,Y,Y, , , , ,Y,Y,Y, ,N,N,C,M,S
140.066666666266713,35.583333333399331,30,61375,61100,CHIBA KO,JP,35.583333,140.066667,35,35,N,140,4,E,158,97151,S,CB,G,N,N,N,Y, ,E,A,E,D,2,L,Y, ,Y,N,Y,Y,Y, ,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,Y,Y,Y,Y,Y,Y, , ,Y,Y, , , ,Y,Y,Y,Y, , ,A,L,S
139.983333333227847,35.666666666594011,31,61378,61100,KATSUNAN KO,JP,35.666667,139.983333,35,40,N,139,59,E,158,97157,S,CB,G, , , ,Y, ,J,G,J,K,9,L, , ,Y,N,Y,Y,Y, , , ,Y, , , , , ,Y,Y, ,Y,Y,Y, , , ,Y, , , , , , , , , , , , , , , ,Y,Y, , , , , , ,S
139.766666666607932,35.500000000008235,32,61385,61100,KAWASAKI KO,JP,35.5,139.766667,35,30,N,139,46,E,158,97150/1,L,CB,G,N,N,N,Y,Y,J,E,B,C,4,L,Y, ,Y,N,Y,Y,Y,Y, ,N,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, ,Y, , ,Y, , ,Y,Y, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,A,M,M
139.583333333383337,35.450000000124199,33,61390,61100,YOKOHAMA KO,JP,35.45,139.583333,35,27,N,139,35,E,158,97149,L,CB,G,Y,N,N,Y,Y,J,E,G,D,2,L,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,S
142.099999999782852,50.733333333277535,34,61020,60840,MYS ROGATYY OKTYABRSKIY,RU,50.733333,142.1,50,44,N,142,6,E,155,96400,V,OR,P, , ,Y, , ,H,J,N, ,0, ,N, , , , , , , ,Y, , , , , , , , , , , , ,Y, , , ,Y, , , , , , , , , , , , , , , ,Y, , , , , ,D, , 
129.383333333305956,36.050000000259061,35,60410,60315,POHANG,KR,36.05,129.383333,36,3,N,129,23,E,157,95167,S,OR,G,N,Y,N,Y, ,E,A,D,M,1,L,Y, ,Y, ,Y,Y,Y, , , ,Y,Y, ,Y,Y, ,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,Y, ,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y, , , ,C, , 
129.116666667042409,37.566666666471313,36,60430,60315,MUKHO,KR,37.566667,129.116667,37,34,N,129,7,E,157,95162,V,CB,F,Y,N,N,Y, ,L,A,L, ,1,M, , ,Y,N,Y,Y,Y, , , ,Y,Y, ,Y, , ,Y, , , ,Y, , , , ,Y, , ,Y, ,Y, , , ,Y,Y,Y,N,N,N,N,Y,Y,Y, , , ,D, ,M
128.599999999865474,38.199999999703479,37,60435,60315,SOKCH'O HANG,KR,38.2,128.6,38,12,N,128,36,E,157,95169,V,CB,E, , , ,Y, ,L,L,L, ,0, , ,Y, , , , ,N, , , ,N, , ,Y, , , , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , ,Y, , , , ,A, , 
32.083333333175872,-28.816666666295252,38,46855,46725,RICHARDS BAY,ZA,-28.816667,32.083333,28,49,S,32,5,E,171,61100,M,CB,F,N,N,N,Y,Y,D,D,G,G,2,M, ,Y,Y,N,Y,Y,Y, ,Y, ,Y,Y,Y,Y,Y, ,Y,Y,Y, ,Y, , , , ,Y,Y, ,Y,Y,Y, , ,Y, ,Y,Y, , , , ,Y,Y,Y,Y, , ,C, , 
32.583333333206092,-25.966666666599313,39,46870,46860,MAPUTO,MZ,-25.966667,32.583333,25,58,S,32,35,E,171,61112/1,M,LC,E,N,N,N,Y,Y,K,F,J,K,4,M,Y, ,Y,Y,Y,Y,Y, ,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y, , , ,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,B,S,S
36.500000000408875,-18.566666666700279,40,46900,46860,CHINDE,MZ,-18.566667,36.5,18,34,S,36,30,E,171,61150,S,RN,F, , , ,Y, ,P,N, , ,3,M,Y, , , ,Y,Y,Y,Y,Y, ,Y, , , , , , , , , ,N,Y, ,Y, ,Y, , , ,Y, , , , , ,Y, , , , , ,Y,N, , , , , , , 
36.883333333106606,-17.883333333058406,41,46910,46860,QUELIMANE,MZ,-17.883333,36.883333,17,53,S,36,53,E,171,61150,V,RN,G, ,Y, ,Y, ,O,L,N, ,2,M,Y, ,Y,N,Y,Y, , ,Y, ,N,Y,Y, ,Y, ,Y,Y,Y,Y,Y, , , , ,Y, , , ,Y, , , , , ,Y,Y,Y, , , ,Y,Y,Y,N,N,N,C, , 
40.7333333335189,-15.033333333163274,42,46930,46860,MOCAMBIQUE,MZ,-15.033333,40.733333,15,2,S,40,44,E,171,61172/1,S,CN,F,Y,N,N,Y, ,L,C, , ,3, , , ,Y,N,Y,Y, , ,Y,N,N,Y,Y,Y,Y, ,Y, ,Y, , ,Y, , , ,Y, , ,N,Y, , , , , ,Y,Y,Y, , , ,Y,Y,N,Y,N,N,C, , 
40.666666666728418,-14.533333333239472,43,46935,46860,NACALA,MZ,-14.533333,40.666667,14,32,S,40,40,E,171,61170,V,CN,G,Y,N,N,Y, ,A,K,M,K,3,L,Y, , ,N,Y,Y,Y, ,Y, ,Y,Y,Y,Y, ,Y,Y,Y, , ,Y,Y, , , ,Y,Y, ,N,Y,Y,Y, , ,Y,Y,Y,Y, , , , ,Y, ,Y,N,Y,C, ,S
40.133333333302993,-10.266666666551968,44,46970,46965,MIKINDANI,TZ,-10.266667,40.133333,10,16,S,40,8,E,171,61181,V,CN,F, ,Y, ,Y, ,L,J,P, ,3, , , , , , ,Y, , , , ,Y, , , , ,Y, , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , ,D, , 
40.200000000093446,-10.266666666551968,45,46975,46965,MTWARA,TZ,-10.266667,40.2,10,16,S,40,12,E,171,61181,V,CB,G,N,Y,N,Y, ,C,N,K,K,3,L,N, ,N,N,Y,Y,Y, ,Y, ,Y, , ,Y,Y, ,Y,Y,Y, ,Y,Y, , , ,Y,Y, ,N, ,Y, , , ,Y,Y,Y,Y, , , ,N,Y,N,N,N,N,D, , 
39.300000000218745,-6.816666666514119,46,47010,46965,DAR ES SALAAM,TZ,-6.816667,39.3,6,49,S,39,18,E,171,61191,M,CN,E,Y,N,N,Y, ,K,H,L,J,3,L,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,N,Y,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y,Y,Y,Y,N,N,C, ,S
39.766666666853709,-5.249999999942143,47,47020,46965,CHAKE CHAKE,TZ,-5.25,39.766667,5,15,S,39,46,E,171,61200,S,CN,F, , , , , ,G,H, , ,0,M, , , , , ,N,Y, , , ,N, , ,Y, , , , ,Y, , ,Y, , , ,Y, , , , , , , , , , , , , , , ,N,N,N,N,N,N, , , 
39.666666666667986,-4.066666666280952,48,47100,47090,MOMBASA,KE,-4.066667,39.666667,4,4,S,39,40,E,171,61212,M,CT,G,N,Y,N,Y, ,G,M,K,N,3,M,Y,Y,Y,N,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y, , , ,Y,Y,N,N,Y,Y, , , ,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,B,L,L
39.866666667039411,-3.633333333471784,49,47105,47090,KILIFI,KE,-3.633333,39.866667,3,38,S,39,52,E,171,61210,V,OR,P, , , ,Y,Y,O,G,K, ,1,M, , , , ,Y,Y, , , , , , , , , , , , , , , , , , , ,Y, , ,N, , , , , , , , , , , , ,N,N,N,N,N,N, , , 
40.133333333302993,-3.216666666631476,50,47107,47090,MALINDI,KE,-3.216667,40.133333,3,13,S,40,8,E,171,61210,S,CN,F, ,Y, , , , ,J, , ,1,M,Y, , , ,Y, , , , , , , , , , , ,Y, ,Y, , ,Y, , , ,Y, , , , , , , , , , , , , , , , , ,Y,Y, , , , , 
44.783333333404286,1.716666666408027,51,47150,47120,MARKA,SO,1.716667,44.783333,1,43,N,44,47,E,171,61240,V,OR,F,Y, , ,Y, ,A,B,P, ,3, ,N, , , ,Y, ,N, , , ,N, , , ,Y,Y, , , , , ,Y, , , ,Y, , , , ,Y, , , , ,Y, , , , , ,Y,Y,N,N,N,N, , , 
45.350000000224959,2.033333333065039,52,47160,47120,MUQDISHO,SO,2.033333,45.35,2,2,N,45,21,E,171,61240,L,CB,F, ,Y, ,Y, ,J,H,K,J,3,L,Y, ,Y,Y,Y,Y,Y, , ,Y,Y,Y, ,Y,N, ,Y, ,Y, , ,Y, , , ,Y, , ,N, ,Y, , , ,Y,Y,Y,Y, , , ,Y,Y,Y,N,N,N,N, , 
43.749999999948614,-12.2666666665972,53,47310,47295,FOMBONI,KM,-12.266667,43.75,12,16,S,43,45,E,171,61311,V,OR,F, ,Y, ,Y, ,A,E,F, ,2,M,Y, ,Y,N,Y, ,N, , , ,N, , , , , ,Y, ,Y, , ,Y, , , ,Y, , , ,N,N,N, , , , , , , , , , , , , , , ,N, , 
44.39999999980823,-12.149999999940658,54,47320,47295,MOUTSAMOUDU,KM,-12.15,44.4,12,9,S,44,24,E,171,61311,V,OR,F, , , ,Y, ,K,A,L,J,2,M, , ,Y,N,Y,Y, , , , ,Y, , ,Y,Y, , , ,Y, , ,Y, , , ,Y,Y, ,Y,N,N,N, , , , ,Y, , , , ,Y,Y,N,N, , ,N, , 
46.299999999743392,-15.716666666610038,55,47400,47350,MAHAJANGA,MG,-15.716667,46.3,15,43,S,46,18,E,171,61434,V,CN,F,N,N,N,Y, ,K,M,L,K,4,L,Y,Y,Y,N,Y, ,Y, ,Y, ,Y,Y,Y, , ,Y,Y, ,Y, , ,Y, , , ,Y, , ,N,Y,Y, , , ,Y,Y,Y,Y, , , ,N,Y,N,Y, , ,C, , 
17.966666666794083,-33.033333333030825,56,46750,46725,SALDANHA BAY,ZA,-33.033333,17.966667,33,2,S,17,58,E,123,57471/2,M,CB,F,N,Y,N,Y,Y,A,F,B,A,2,L,Y,Y,Y,Y,Y,Y,Y, , ,Y,Y,Y, , ,Y, ,Y,Y, ,Y,Y,Y, , , ,Y,Y, ,N,Y,Y, , , , ,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,C, ,M
18.416666666282303,-33.916666667011782,57,46770,46725,CAPE TOWN,ZA,-33.916667,18.416667,33,55,S,18,25,E,123,57484,L,CB,G,Y,N,N,Y,Y,F,A,H,H,1,L,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,N,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L
7.083333333461893,4.716666666878117,58,46207,46120,OKRIKA,NG,4.716667,7.083333,4,43,N,7,5,E,123,57142,V,RN,F,Y,Y, ,Y, ,L,H, ,L,5,L, , , , ,Y,Y, , ,Y, ,Y,Y, ,Y, , ,Y,Y, , ,Y, , , , ,N, , ,Y, , , , , , , , , , , , ,Y,Y,Y, , , ,D, , 
7.000000000422983,4.766666666995846,59,46210,46120,PORT HARCOURT,NG,4.766667,7,4,46,N,7,0,E,123,57142,V,RN,F,Y,N,N,Y, ,L,F,L,L,2,L, , , , ,Y,Y,Y, ,Y,N,Y,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y, , , ,Y, , ,Y,Y,Y,Y, , , ,Y,Y,Y, , , ,Y,Y,Y,Y,N,N,B, ,M
8.333333333537448,4.216666666830351,60,46225,46120,ANTAN OIL TERMINAL,NG,4.216667,8.333333,4,13,N,8,20,E,123,57160,S,OR,P, ,Y, ,Y, ,A,A, ,A,2,L,Y,Y, , ,Y,Y,Y, , ,N,N,Y, ,Y,Y, ,Y,Y, , , ,Y, , , ,Y,N, ,Y, , , , , , , ,Y, , , , ,N,N,N, , , ,N, , 
8.316666666390661,4.966666666812137,61,46230,46120,CALABAR,NG,4.966667,8.316667,4,58,N,8,19,E,123,57164,V,RN,E,Y,N,N,Y, ,L,B,L,L,2,L,Y, , , ,Y,Y,Y, , , ,Y, , , ,Y,Y,Y,Y,Y, ,Y,Y, , , ,Y,Y, ,N,Y,Y, , , ,Y,Y,Y,Y, , , ,N,Y,Y,N,Y,Y,C,S, 
-6.349999999665044,57.583333333367804,62,32950,32790,UIG,GB,57.583333,-6.35,57,35,N,6,21,W,141,35090,V,CN,G,N,N,N,Y, ,H,L,N, ,12, ,Y, ,N,N,Y, , , , , , , , , ,Y,Y,Y, , , ,Y, , , , ,Y, , , , ,N, , , , , , , , , , ,Y,Y,Y, , , ,D, , 
-7.166666666500836,57.600000000101147,63,32955,32790,LOCHMADDY,GB,57.6,-7.166667,57,36,N,7,10,W,141,35092,V,CN,G,N,N,N,Y, ,H,H,O, ,2,M,N, ,N,N,Y,N,Y, , ,N,N, , ,Y,Y,Y,Y, ,Y, ,Y, , , , ,Y,Y, ,N, ,Y, , , , ,Y,Y, , , , ,Y,Y,Y, ,N,N,C, , 
-7.483333333306413,56.950000000190151,64,32980,32790,CASTLE BAY,GB,56.95,-7.483333,56,57,N,7,29,W,141,35093,V,CN,G,N,N,N,Y, ,M,L,O, ,3, ,Y, ,N,N,N,N,N, , , , , , , ,Y,Y, , ,Y, , , , , , , , , , , ,N, , , , , , , , , , , ,Y,Y, , , , , , 
-7.300000000081774,57.149999999833234,65,32990,32790,LOCHBOISDALE,GB,57.15,-7.3,57,9,N,7,18,W,141,35092,V,CN,P,N,N,N,Y, ,L,C,O, ,3,M, , ,Y,N,Y,N,Y, ,Y, ,N, ,Y,Y,Y,Y,Y, ,Y, ,Y, , , , ,Y,Y, ,N, ,N, , , , , , , , , , ,Y,Y, , , , ,N, , 
-6.36666666681183,58.183333333441027,66,33020,32790,STORNOWAY HARBOR,GB,58.183333,-6.366667,58,11,N,6,22,W,141,35078,V,CN,F,N,N,N,Y, ,M,G,M,N,4,M,N, ,Y,N,Y,N,Y, , ,N,N, ,Y,Y,Y,Y,Y, ,Y, ,Y, , , , ,Y,Y, ,Y, ,Y, , , , ,Y,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,B, , 
-6.816666666300015,57.899999999901645,67,33030,32790,TARBERT,GB,57.9,-6.816667,57,54,N,6,49,W,141,35092,V,CN,F,N,N,N,Y, ,K,E,M, ,2,M,Y, ,N,N,Y,N,Y, , , ,Y, ,Y,Y,Y, ,Y, ,Y, ,Y, ,Y, , ,Y,Y, ,N, ,Y, , , , , , , , , , ,Y,Y,Y,Y, , ,C, ,S
-2.500000000151078,57.666666666756548,68,32250,31870,MACDUFF,GB,57.666667,-2.5,57,40,N,2,30,W,141,35013,V,CB,P,Y,Y,N,Y,Y,P,J,N, ,5,M, , ,N,N,Y,N,Y,Y,Y, , , , , , , ,Y, , , ,Y, , , , ,Y,Y, ,N,Y, , , , , ,Y, , , , , ,Y,Y,Y,Y, , ,C, , 
