"nameCompany","streetAddress","postalCode","addressLocality"
"Norma","Rudolf-Breitscheid-Str. 62","15837","Baruth"
"Norma","Schopsdorfer Chaussee 20A","14793","Ziesar"
"Norma","Ratinger Str. 1","14547","Beelitz"
"Norma","Industriestr. 1","14959","Trebbin"
"Norma","Michendorfer Gartenstr. 10A","14552","Michendorf"
"Norma","Wilhelmsdorfer Str. 4-6","14776","Brandenburg"
"Norma","Rathausstr. 2","14974","Ludwigsfelde"
"Norma","Dorfstr. 55","14789","Woltersdorf"
"Norma","Ruppinstr. 2","14770","Brandenburg"
"Norma","Krakauer Landstr. 31","14776","Brandenburg"
"Norma","Potsdamer Str. 48","14550","Groß"
"Norma","Zum Großen Zernsee 3","14542","Werder (Havel)"
"Norma","Luckenwalder Str. 112","15711","Königs"
"Norma","Alt Glasow 10A","15831","Blankenfelde"
"Norma","Rudolf-Breitscheid-Str. 162","14482","Potsdam"
"Norma","Am Reitplatz 1","15848","Beeskow"
"Norma","Potsdamer Str. 37-38","14469","Potsdam"
"Norma","Hinter den Höfen 10","15859","Storkow"
"Norma","Ruhlsdorfer Str. 14-16","14513","Teltow"
"Norma","John-Locke-Str. 19","12305","Berlin"
"Norma","Bammer Weg 2","14727","Premnitz"
"Norma","Hans-Grade-Allee 18","12529","Schönefeld"
"Norma","Am Schulzenpfuhl 1","12529","Schönefeld"
"Norma","Marienfelder Chaussee 144","12349","Berlin"
"Norma","Mohriner Allee 21","12347","Berlin"
"Norma","Müggelheimer Damm 233","12559","Berlin"
"Norma","Wassermannstr. 97","12489","Berlin"
"Norma","Bruno-Baum-Ring 28","14712","Rathenow"
"Norma","Bahnhofstr. 22","15517","Fürstenwalde"
"Norma","Schlachthausstr. 1","14712","Rathenow"
"Norma","Frankfurter Str. 96","15299","Müllrose"
"Norma","Seelenbinderstr. 112-120","12555","Berlin"
"Norma","Rudolf-Breitscheid-Str. 13","15517","Fürstenwalde"
"Norma","Am Markt 4","15517","Fürstenwalde"
"Norma","Kaulsdorfer Str. 209","12555","Berlin"
"Norma","Skalitzer Str. 141","10997","Berlin"
"Norma","Woltersdorfer Landstr. 19","15537","Erkner"
"Norma","Seegefelder Str. 148","14612","Falkensee"
"Norma","Hauptstr. 4A","10317","Berlin"
"Norma","Karl-Liebknecht-Str. 24","15517","Fürstenwalde"
"Norma","Bremer Str. 9","10551","Berlin"
"Norma","Falkenhagener Str. 30-32","14612","Falkensee"
"Norma","Raiffeisenstr. 9","14641","Nauen"
"Norma","Mauritiuskirchstr. 3","10365","Berlin"
"Norma","Am Weinberg 1","15295","Brieskow"
"Norma","Anton-Saefkow-Platz 8","10369","Berlin"
"Norma","Bergstr. 2","15562","Rüdersdorf"
"Norma","Helene-Weigel-Platz 13","12681","Berlin"
"Norma","Kniprodestr. 64","10407","Berlin"
"Norma","Heinrich-Grüber-Str. 86","12619","Berlin"
"Norma","Tiroler Str. 28","13187","Berlin"
"Norma","Falkenberger Str. 35-37","13088","Berlin"
"Norma","Blumberger Damm 124-128","12685","Berlin"
"Norma","Kopenhagener Str. 77","13158","Berlin"
"Norma","Quedlinburger Str. 31","12627","Berlin"
"Norma","Titusweg 3","13509","Berlin"
"Norma","Alte Hellersdorfer Str. 130","12629","Berlin"
"Norma","Liebensteiner Str. 44","12687","Berlin"
"Norma","Dietzgenstr. 125","13158","Berlin"
"Norma","Märkische Allee 344A","12689","Berlin"
"Norma","Markendorfer Str. 20","15234","Frankfurt"
"Norma","Ernst-Thälmann-Str. 11","15345","Petershagen"
"Norma","Hauptstr. 54","16548","Glienicke"
"Norma","McDonald's-Str. 3","16356","Ahrensfelde"
"Norma","Hamburger Str. 6","14662","Friesack"
"Norma","Bruno-Apitz-Str. 14","13125","Berlin"
"Norma","Herrenseeallee 15","15344","Strausberg"
"Norma","Dorfstr. 16A","16562","Bergfelde"
"Norma","Kirschallee 1A","15326","Lebus"
"Norma","Schönower Str. 41-43","16341","Panketal"
"Norma","Rosenstr. 1","16321","Bernau"
"Norma","Rungestr. 34","16515","Oranienburg"
"Norma","Köritzer Str. 58","16845","Neustadt"
"Norma","Dr.-Wilhelm-Külz-Str. 20","19322","Wittenberge"
"Norma","Horning 7B","19322","Wittenberge"
"Norma","Bahnhofstr. 27","16259","Bad"
"Norma","Leibnizstr. 1A","16225","Eberswalde"
